"Date","Product_Name","Promotion_Applied","Professions","Line_of_Business","Traffic_on_Site","Status","Campaign_Platform","Tactic_Testing","Promotion_Rate","Course_Cost","Cost_Yeild","Day_of_Week","Campaign_Cost","Leads","promo_effect","platform_effect","Sales","Conversion_Rate"
2022-02-01,"Real Estate Introduction","30% Off","Real Estate Agent","Residential",159,"Continuing Education","Facebook","C",0.3,1500,450,"Tuesday",317.67,27,1.15,1,4,14.81
2022-02-01,"Transition from Home Real Estate to Commerical Real Estate","50% Off","Other","Residential",535,"Continuing Education","LinkedIn","A",0.5,750,375,"Tuesday",427.58,26,1.5,1.1,3,11.54
2022-02-01,"Rental vs Sales - Defining Your Path","40% Off","Mortgage Broker","Commerical",640,"Continuing Education","Facebook","A",0.4,200,80,"Tuesday",225.85,30,1.3,1,4,13.33
2022-02-01,"Real Estate Introduction","None","Real Estate Agent","Residential",177,"Continuing Education","Email","C",NA,1500,NA,"Tuesday",162.54,33,0.8,1,3,9.09
2022-02-01,"Outsmartimg the 20215 Housing Market","40% Off","Mortgage Broker","Commerical",852,"Other","Email","B",0.4,1000,400,"Tuesday",332.72,17,1.3,1,1,5.88
2022-02-02,"Real Estate Introduction","None","Appraiser","Other",877,"Continuing Education","LinkedIn","A",NA,1500,NA,"Wednesday",151.06,28,0.8,1.1,2,7.14
2022-02-02,"Transition from Home Real Estate to Commerical Real Estate","None","Mortgage Broker","Commerical",871,"Continuing Education","Facebook","B",NA,750,NA,"Wednesday",285.05,6,0.8,1,0,0
2022-02-02,"Real Estate Introduction","None","Appraiser","Government",678,"Pre-Licensing","Conference","C",NA,1500,NA,"Wednesday",51.54,16,0.8,1.3,1,6.25
2022-02-02,"Outsmartimg the 20215 Housing Market","50% Off","Real Estate Agent","Residential",260,"Continuing Education","Facebook","C",0.5,1000,500,"Wednesday",72.9,39,1.5,1,5,12.82
2022-02-02,"Outsmartimg the 20215 Housing Market","30% Off","Mortgage Broker","Government",852,"Other","Direct","A",0.3,1000,300,"Wednesday",58.87,23,1.15,1.4,2,8.7
2022-02-02,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Appraiser","Private",818,"Pre-Licensing","Conference","A",NA,7500,NA,"Wednesday",196.76,14,0.8,1.3,1,7.14
2022-02-03,"20-Hour Mortage Broker Education","50% Off","Real Estate Agent","Other",635,"Continuing Education","Email","A",0.5,2000,1000,"Thursday",351.39,22,1.5,1,4,18.18
2022-02-03,"Outsmartimg the 20215 Housing Market","50% Off","Appraiser","Residential",570,"Pre-Licensing","Email","C",0.5,1000,500,"Thursday",342.71,21,1.5,1,4,19.05
2022-02-03,"Real Estate Introduction","50% Off","Appraiser","Other",981,"Pre-Licensing","Email","C",0.5,1500,750,"Thursday",132.15,36,1.5,1,4,11.11
2022-02-03,"Appraisers State Exam","30% Off","Other","Government",119,"Continuing Education","LinkedIn","C",0.3,750,225,"Thursday",387.31,40,1.15,1.1,6,15
2022-02-03,"Outsmartimg the 20215 Housing Market","50% Off","Mortgage Broker","Private",822,"Continuing Education","Facebook","C",0.5,1000,500,"Thursday",216.64,40,1.5,1,8,20
2022-02-04,"Appraisers State Exam","40% Off","Real Estate Agent","Private",386,"Continuing Education","Facebook","A",0.4,750,300,"Friday",491.3,21,1.3,1,2,9.52
2022-02-04,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Real Estate Agent","Commerical",876,"Other","Direct","C",0.3,750,225,"Friday",380.77,27,1.15,1.4,3,11.11
2022-02-05,"Rental vs Sales - Defining Your Path","None","Appraiser","Government",777,"Continuing Education","LinkedIn","A",NA,200,NA,"Saturday",72,30,0.8,1.1,1,3.33
2022-02-05,"Rental vs Sales - Defining Your Path","50% Off","Real Estate Agent","Other",701,"Pre-Licensing","LinkedIn","B",0.5,200,100,"Saturday",65.86,10,1.5,1.1,1,10
2022-02-05,"20-Hour Mortage Broker Education","None","Real Estate Agent","Residential",614,"Continuing Education","Direct","C",NA,2000,NA,"Saturday",405.55,26,0.8,1.4,2,7.69
2022-02-05,"Transition from Home Real Estate to Commerical Real Estate","None","Mortgage Broker","Government",631,"Pre-Licensing","Direct","A",NA,750,NA,"Saturday",436.24,14,0.8,1.4,0,0
2022-02-05,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Mortgage Broker","Other",390,"Pre-Licensing","Direct","A",0.3,750,225,"Saturday",411.37,11,1.15,1.4,1,9.09
2022-02-05,"Appraisers State Exam","30% Off","Real Estate Agent","Residential",135,"Continuing Education","Direct","B",0.3,750,225,"Saturday",96.53,5,1.15,1.4,0,0
2022-02-06,"75-Hr. PA Sales Pre-Licensing Course Only Package","40% Off","Real Estate Agent","Private",310,"Pre-Licensing","Email","B",0.4,7500,3000,"Sunday",84.17,12,1.3,1,1,8.33
2022-02-06,"20-Hour Mortage Broker Education","None","Other","Commerical",825,"Pre-Licensing","Email","B",NA,2000,NA,"Sunday",412.42,23,0.8,1,0,0
2022-02-06,"Transition from Home Real Estate to Commerical Real Estate","None","Real Estate Agent","Government",136,"Continuing Education","Direct","B",NA,750,NA,"Sunday",257.34,36,0.8,1.4,4,11.11
2022-02-06,"Appraisers State Exam","None","Real Estate Agent","Other",585,"Pre-Licensing","LinkedIn","B",NA,750,NA,"Sunday",205.33,36,0.8,1.1,1,2.78
2022-02-06,"Outsmartimg the 20215 Housing Market","40% Off","Real Estate Agent","Private",226,"Pre-Licensing","Email","C",0.4,1000,400,"Sunday",173.44,12,1.3,1,1,8.33
2022-02-06,"Outsmartimg the 20215 Housing Market","30% Off","Mortgage Broker","Residential",721,"Pre-Licensing","Facebook","A",0.3,1000,300,"Sunday",268.41,22,1.15,1,2,9.09
2022-02-07,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Other","Commerical",792,"Continuing Education","LinkedIn","B",NA,7500,NA,"Monday",146.78,30,0.8,1.1,1,3.33
2022-02-07,"20-Hour Mortage Broker Education","None","Real Estate Agent","Other",956,"Other","LinkedIn","C",NA,2000,NA,"Monday",223.15,36,0.8,1.1,2,5.56
2022-02-07,"20-Hour Mortage Broker Education","50% Off","Real Estate Agent","Commerical",949,"Pre-Licensing","Facebook","A",0.5,2000,1000,"Monday",211.28,10,1.5,1,1,10
2022-02-07,"20-Hour Mortage Broker Education","30% Off","Real Estate Agent","Private",355,"Continuing Education","Email","C",0.3,2000,600,"Monday",407.88,24,1.15,1,3,12.5
2022-02-08,"Appraisers State Exam","None","Mortgage Broker","Private",157,"Continuing Education","Conference","C",NA,750,NA,"Tuesday",56.41,34,0.8,1.3,5,14.71
2022-02-08,"Transition from Home Real Estate to Commerical Real Estate","50% Off","Mortgage Broker","Residential",493,"Other","Conference","C",0.5,750,375,"Tuesday",50.15,14,1.5,1.3,3,21.43
2022-02-08,"Rental vs Sales - Defining Your Path","40% Off","Appraiser","Other",343,"Pre-Licensing","LinkedIn","C",0.4,200,80,"Tuesday",66.86,16,1.3,1.1,2,12.5
2022-02-08,"20-Hour Mortage Broker Education","None","Appraiser","Private",542,"Continuing Education","Facebook","B",NA,2000,NA,"Tuesday",310.4,19,0.8,1,1,5.26
2022-02-08,"Appraisers State Exam","40% Off","Appraiser","Government",568,"Continuing Education","Email","C",0.4,750,300,"Tuesday",214.71,18,1.3,1,2,11.11
2022-02-09,"Appraisers State Exam","None","Real Estate Agent","Commerical",942,"Pre-Licensing","Conference","B",NA,750,NA,"Wednesday",456.99,11,0.8,1.3,1,9.09
2022-02-10,"Outsmartimg the 20215 Housing Market","50% Off","Other","Commerical",635,"Pre-Licensing","Facebook","C",0.5,1000,500,"Thursday",432.69,5,1.5,1,0,0
2022-02-10,"Real Estate Introduction","None","Other","Private",713,"Continuing Education","Email","B",NA,1500,NA,"Thursday",215.19,31,0.8,1,3,9.68
2022-02-10,"20-Hour Mortage Broker Education","30% Off","Appraiser","Private",410,"Continuing Education","Email","C",0.3,2000,600,"Thursday",395.67,40,1.15,1,2,5
2022-02-10,"20-Hour Mortage Broker Education","50% Off","Mortgage Broker","Other",944,"Pre-Licensing","LinkedIn","B",0.5,2000,1000,"Thursday",492.31,30,1.5,1.1,7,23.33
2022-02-10,"Real Estate Introduction","30% Off","Mortgage Broker","Residential",716,"Continuing Education","Email","B",0.3,1500,450,"Thursday",492.7,32,1.15,1,4,12.5
2022-02-10,"20-Hour Mortage Broker Education","30% Off","Other","Commerical",813,"Pre-Licensing","Email","C",0.3,2000,600,"Thursday",364.09,31,1.15,1,2,6.45
2022-02-11,"Transition from Home Real Estate to Commerical Real Estate","None","Appraiser","Other",649,"Continuing Education","LinkedIn","B",NA,750,NA,"Friday",315.71,18,0.8,1.1,1,5.56
2022-02-11,"Real Estate Introduction","50% Off","Mortgage Broker","Other",500,"Continuing Education","Facebook","C",0.5,1500,750,"Friday",236.28,30,1.5,1,2,6.67
2022-02-11,"Transition from Home Real Estate to Commerical Real Estate","40% Off","Other","Commerical",405,"Pre-Licensing","Facebook","B",0.4,750,300,"Friday",443.99,33,1.3,1,3,9.09
2022-02-11,"20-Hour Mortage Broker Education","30% Off","Other","Private",536,"Pre-Licensing","Facebook","C",0.3,2000,600,"Friday",83.09,27,1.15,1,2,7.41
2022-02-11,"Rental vs Sales - Defining Your Path","None","Other","Private",471,"Continuing Education","Email","A",NA,200,NA,"Friday",407.05,35,0.8,1,2,5.71
2022-02-12,"75-Hr. PA Sales Pre-Licensing Course Only Package","40% Off","Real Estate Agent","Private",615,"Continuing Education","Facebook","C",0.4,7500,3000,"Saturday",205.49,11,1.3,1,1,9.09
2022-02-12,"20-Hour Mortage Broker Education","30% Off","Mortgage Broker","Government",280,"Continuing Education","LinkedIn","B",0.3,2000,600,"Saturday",187.35,30,1.15,1.1,4,13.33
2022-02-12,"Appraisers State Exam","40% Off","Appraiser","Private",458,"Pre-Licensing","Email","B",0.4,750,300,"Saturday",452.54,25,1.3,1,3,12
2022-02-12,"Appraisers State Exam","None","Other","Other",880,"Continuing Education","Email","C",NA,750,NA,"Saturday",208.78,33,0.8,1,2,6.06
2022-02-12,"Appraisers State Exam","None","Mortgage Broker","Private",671,"Other","Facebook","B",NA,750,NA,"Saturday",230.38,35,0.8,1,1,2.86
2022-02-12,"Rental vs Sales - Defining Your Path","30% Off","Appraiser","Other",998,"Continuing Education","Email","B",0.3,200,60,"Saturday",78.6,35,1.15,1,5,14.29
2022-02-12,"Transition from Home Real Estate to Commerical Real Estate","40% Off","Mortgage Broker","Private",322,"Pre-Licensing","Conference","B",0.4,750,300,"Saturday",466.47,13,1.3,1.3,1,7.69
2022-02-13,"Rental vs Sales - Defining Your Path","None","Appraiser","Residential",508,"Pre-Licensing","Email","C",NA,200,NA,"Sunday",352.6,35,0.8,1,2,5.71
2022-02-13,"Outsmartimg the 20215 Housing Market","None","Mortgage Broker","Private",102,"Continuing Education","Email","B",NA,1000,NA,"Sunday",100.48,13,0.8,1,1,7.69
2022-02-13,"Transition from Home Real Estate to Commerical Real Estate","None","Mortgage Broker","Commerical",323,"Pre-Licensing","Facebook","C",NA,750,NA,"Sunday",163.34,30,0.8,1,3,10
2022-02-13,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Other","Government",128,"Pre-Licensing","Email","C",0.3,750,225,"Sunday",397.14,17,1.15,1,1,5.88
2022-02-13,"Appraisers State Exam","None","Other","Residential",180,"Continuing Education","LinkedIn","B",NA,750,NA,"Sunday",320.84,17,0.8,1.1,1,5.88
2022-02-13,"Outsmartimg the 20215 Housing Market","None","Appraiser","Other",680,"Other","LinkedIn","A",NA,1000,NA,"Sunday",326.01,16,0.8,1.1,1,6.25
2022-02-14,"20-Hour Mortage Broker Education","30% Off","Other","Other",435,"Pre-Licensing","LinkedIn","B",0.3,2000,600,"Monday",85.64,7,1.15,1.1,0,0
2022-02-15,"Appraisers State Exam","None","Mortgage Broker","Government",440,"Pre-Licensing","Direct","A",NA,750,NA,"Tuesday",463.29,34,0.8,1.4,5,14.71
2022-02-15,"Appraisers State Exam","50% Off","Mortgage Broker","Residential",178,"Continuing Education","Email","B",0.5,750,375,"Tuesday",345.04,9,1.5,1,1,11.11
2022-02-15,"Outsmartimg the 20215 Housing Market","None","Appraiser","Residential",964,"Continuing Education","LinkedIn","A",NA,1000,NA,"Tuesday",53.59,35,0.8,1.1,4,11.43
2022-02-15,"20-Hour Mortage Broker Education","None","Real Estate Agent","Private",168,"Pre-Licensing","Email","B",NA,2000,NA,"Tuesday",87.48,22,0.8,1,1,4.55
2022-02-15,"Transition from Home Real Estate to Commerical Real Estate","None","Real Estate Agent","Government",675,"Pre-Licensing","Email","C",NA,750,NA,"Tuesday",196.01,15,0.8,1,1,6.67
2022-02-15,"Rental vs Sales - Defining Your Path","30% Off","Mortgage Broker","Government",314,"Continuing Education","Facebook","C",0.3,200,60,"Tuesday",166.81,7,1.15,1,0,0
2022-02-15,"Real Estate Introduction","30% Off","Appraiser","Other",747,"Continuing Education","Direct","A",0.3,1500,450,"Tuesday",448.64,32,1.15,1.4,7,21.88
2022-02-15,"Outsmartimg the 20215 Housing Market","40% Off","Real Estate Agent","Government",571,"Other","Email","A",0.4,1000,400,"Tuesday",382.77,21,1.3,1,1,4.76
2022-02-16,"Real Estate Introduction","None","Real Estate Agent","Commerical",593,"Pre-Licensing","LinkedIn","A",NA,1500,NA,"Wednesday",176.17,37,0.8,1.1,4,10.81
2022-02-16,"Outsmartimg the 20215 Housing Market","None","Mortgage Broker","Other",439,"Pre-Licensing","Direct","C",NA,1000,NA,"Wednesday",148.65,39,0.8,1.4,3,7.69
2022-02-16,"Rental vs Sales - Defining Your Path","30% Off","Other","Private",726,"Continuing Education","Direct","B",0.3,200,60,"Wednesday",354.15,8,1.15,1.4,1,12.5
2022-02-17,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Appraiser","Residential",827,"Continuing Education","Conference","C",0.3,750,225,"Thursday",131.97,12,1.15,1.3,1,8.33
2022-02-17,"Outsmartimg the 20215 Housing Market","40% Off","Appraiser","Commerical",275,"Pre-Licensing","Email","C",0.4,1000,400,"Thursday",97.09,22,1.3,1,1,4.55
2022-02-17,"Outsmartimg the 20215 Housing Market","None","Appraiser","Private",775,"Continuing Education","LinkedIn","A",NA,1000,NA,"Thursday",77.67,38,0.8,1.1,3,7.89
2022-02-17,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Appraiser","Government",272,"Pre-Licensing","Email","A",NA,7500,NA,"Thursday",261.02,10,0.8,1,0,0
2022-02-18,"Real Estate Introduction","None","Real Estate Agent","Commerical",826,"Pre-Licensing","LinkedIn","C",NA,1500,NA,"Friday",61.78,16,0.8,1.1,1,6.25
2022-02-18,"Outsmartimg the 20215 Housing Market","40% Off","Appraiser","Residential",356,"Pre-Licensing","Email","C",0.4,1000,400,"Friday",347.16,26,1.3,1,2,7.69
2022-02-18,"Outsmartimg the 20215 Housing Market","None","Appraiser","Other",254,"Continuing Education","Email","B",NA,1000,NA,"Friday",146.46,23,0.8,1,1,4.35
2022-02-19,"Outsmartimg the 20215 Housing Market","None","Appraiser","Commerical",182,"Pre-Licensing","Facebook","A",NA,1000,NA,"Saturday",161.03,38,0.8,1,2,5.26
2022-02-19,"Appraisers State Exam","40% Off","Real Estate Agent","Residential",252,"Continuing Education","Email","A",0.4,750,300,"Saturday",150.85,23,1.3,1,3,13.04
2022-02-19,"Outsmartimg the 20215 Housing Market","50% Off","Other","Private",631,"Continuing Education","LinkedIn","C",0.5,1000,500,"Saturday",490.6,11,1.5,1.1,1,9.09
2022-02-20,"75-Hr. PA Sales Pre-Licensing Course Only Package","40% Off","Mortgage Broker","Commerical",613,"Continuing Education","Direct","A",0.4,7500,3000,"Sunday",418.13,18,1.3,1.4,1,5.56
2022-02-20,"20-Hour Mortage Broker Education","None","Other","Residential",841,"Pre-Licensing","Facebook","B",NA,2000,NA,"Sunday",85.9,22,0.8,1,2,9.09
2022-02-20,"Outsmartimg the 20215 Housing Market","40% Off","Other","Commerical",186,"Other","LinkedIn","B",0.4,1000,400,"Sunday",209.1,38,1.3,1.1,7,18.42
2022-02-20,"20-Hour Mortage Broker Education","None","Real Estate Agent","Government",176,"Pre-Licensing","LinkedIn","C",NA,2000,NA,"Sunday",141.45,6,0.8,1.1,0,0
2022-02-20,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Mortgage Broker","Private",718,"Continuing Education","Direct","C",NA,7500,NA,"Sunday",372.2,22,0.8,1.4,1,4.55
2022-02-21,"Transition from Home Real Estate to Commerical Real Estate","50% Off","Mortgage Broker","Government",550,"Pre-Licensing","Email","C",0.5,750,375,"Monday",132.13,7,1.5,1,1,14.29
2022-02-21,"Rental vs Sales - Defining Your Path","50% Off","Real Estate Agent","Other",808,"Continuing Education","Facebook","C",0.5,200,100,"Monday",211.29,32,1.5,1,7,21.88
2022-02-21,"Outsmartimg the 20215 Housing Market","None","Mortgage Broker","Private",653,"Pre-Licensing","Conference","C",NA,1000,NA,"Monday",444.19,5,0.8,1.3,0,0
2022-02-21,"Real Estate Introduction","30% Off","Other","Commerical",148,"Pre-Licensing","LinkedIn","B",0.3,1500,450,"Monday",298.52,8,1.15,1.1,0,0
2022-02-21,"20-Hour Mortage Broker Education","40% Off","Appraiser","Private",127,"Continuing Education","LinkedIn","C",0.4,2000,800,"Monday",309.13,35,1.3,1.1,5,14.29
2022-02-21,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Appraiser","Other",449,"Other","Direct","A",0.3,7500,2250,"Monday",166.95,27,1.15,1.4,2,7.41
2022-02-22,"20-Hour Mortage Broker Education","50% Off","Appraiser","Government",857,"Continuing Education","LinkedIn","C",0.5,2000,1000,"Tuesday",344.63,13,1.5,1.1,2,15.38
2022-02-22,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Real Estate Agent","Residential",270,"Continuing Education","Email","B",0.3,7500,2250,"Tuesday",180.12,8,1.15,1,0,0
2022-02-22,"Rental vs Sales - Defining Your Path","None","Real Estate Agent","Other",624,"Other","Conference","C",NA,200,NA,"Tuesday",321.05,38,0.8,1.3,3,7.89
2022-02-22,"Transition from Home Real Estate to Commerical Real Estate","40% Off","Appraiser","Government",167,"Pre-Licensing","Facebook","B",0.4,750,300,"Tuesday",122.38,20,1.3,1,3,15
2022-02-22,"Transition from Home Real Estate to Commerical Real Estate","None","Appraiser","Residential",993,"Continuing Education","Email","C",NA,750,NA,"Tuesday",385.95,25,0.8,1,2,8
2022-02-23,"Appraisers State Exam","30% Off","Real Estate Agent","Residential",637,"Continuing Education","LinkedIn","C",0.3,750,225,"Wednesday",372.94,38,1.15,1.1,4,10.53
2022-02-23,"Rental vs Sales - Defining Your Path","30% Off","Mortgage Broker","Other",683,"Other","Email","C",0.3,200,60,"Wednesday",83.42,30,1.15,1,4,13.33
2022-02-23,"Rental vs Sales - Defining Your Path","50% Off","Mortgage Broker","Other",302,"Pre-Licensing","Email","B",0.5,200,100,"Wednesday",55.14,26,1.5,1,3,11.54
2022-02-23,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Mortgage Broker","Other",308,"Continuing Education","Email","C",NA,7500,NA,"Wednesday",243.69,5,0.8,1,0,0
2022-02-23,"20-Hour Mortage Broker Education","50% Off","Appraiser","Residential",916,"Other","Conference","C",0.5,2000,1000,"Wednesday",264.52,11,1.5,1.3,1,9.09
2022-02-23,"Appraisers State Exam","30% Off","Mortgage Broker","Government",922,"Continuing Education","Email","C",0.3,750,225,"Wednesday",345.34,20,1.15,1,1,5
2022-02-23,"20-Hour Mortage Broker Education","40% Off","Other","Commerical",961,"Continuing Education","LinkedIn","A",0.4,2000,800,"Wednesday",50.75,6,1.3,1.1,0,0
2022-02-23,"75-Hr. PA Sales Pre-Licensing Course Only Package","50% Off","Mortgage Broker","Other",483,"Continuing Education","Facebook","A",0.5,7500,3750,"Wednesday",429.15,12,1.5,1,2,16.67
2022-02-24,"Appraisers State Exam","30% Off","Appraiser","Other",132,"Pre-Licensing","Email","A",0.3,750,225,"Thursday",105.55,5,1.15,1,0,0
2022-02-24,"Transition from Home Real Estate to Commerical Real Estate","40% Off","Appraiser","Other",522,"Pre-Licensing","LinkedIn","C",0.4,750,300,"Thursday",430.16,18,1.3,1.1,2,11.11
